Wall time,Step,Value
1717256108.9466164,59,80.67584991455078
1717256133.0923195,69,93.93324279785156
1717256231.2875414,109,82.95358276367188
1717256256.1011765,119,92.4328842163086
1717256330.389659,149,108.12894439697266
1717256355.3491058,159,84.45755004882812
1717256432.025911,189,96.43343353271484
1717256457.7302773,199,85.58909606933594
1717256483.5463412,209,91.60401916503906
1717256586.335851,249,86.86518859863281
1717256817.6327682,339,81.42247009277344
1717256894.3983088,369,84.56535339355469
1717256995.6714535,409,76.7655258178711
1717257046.5011115,429,89.11174774169922
1717257096.750655,449,87.4665756225586
1717257122.3333197,459,94.46542358398438
1717257174.0269113,479,93.33744812011719
1717257223.8463578,499,99.57083129882812
1717257324.8227022,539,92.6977767944336
1717257349.88437,549,84.39535522460938
1717257376.5080817,559,101.61610412597656
1717257402.3227475,569,115.4251708984375
1717257427.5622666,579,96.10303497314453
1717257580.312776,639,103.10225677490234
1717257631.0139544,659,98.81851196289062
1717257656.152398,669,67.28748321533203
1717257681.545293,679,83.36967468261719
1717257707.1209002,689,84.22858428955078
1717257783.4062355,719,113.76600646972656
1717257808.502479,729,73.88916015625
1717257833.7213254,739,105.7879867553711
1717257858.8977487,749,96.43547058105469
1717257985.4576762,799,80.84434509277344
1717258111.5914052,849,79.9346694946289
1717258186.4715617,879,92.84619140625
1717258211.6041436,889,93.62430572509766
1717258364.598181,949,81.87992095947266
1717258622.5831547,1029,59.81911087036133
1717258698.9145453,1059,92.77711486816406
1717258724.4768157,1069,80.70338439941406
1717258900.9465704,1139,78.70760345458984
1717258977.0210025,1169,98.43962097167969
1717259026.9491594,1189,77.82555389404297
1717259204.936135,1259,71.12539672851562
1717259230.7886157,1269,96.4253158569336
1717259307.1293943,1299,96.95993041992188
1717259332.1983156,1309,107.48587799072266
1717259509.3859584,1379,84.8474349975586
1717259560.1710176,1399,91.6254653930664
1717259611.34413,1419,78.02761840820312
1717259635.936679,1429,75.87472534179688
1717259661.8209245,1439,78.31643676757812
1717259840.373056,1509,76.85124206542969
1717259967.561005,1559,78.28675842285156
1717260018.3096457,1579,86.00273132324219
1717260043.3652413,1589,97.55691528320312
1717260068.7984817,1599,80.04096221923828
1717260144.3604379,1629,88.17039489746094
1717260220.49052,1659,87.64795684814453
1717260271.221526,1679,81.48748016357422
1717260296.5596201,1689,92.80147552490234
1717260372.6429415,1719,89.26583099365234
1717260523.1075327,1779,66.95797729492188
1717260548.764869,1789,56.88160705566406
1717260599.3234518,1809,99.52216339111328
1717260675.699336,1839,86.15653991699219
1717260726.1109314,1859,96.83549499511719
1717260751.482506,1869,84.42659759521484
1717260801.8730247,1889,70.41021728515625
1717260851.7368116,1909,69.84732818603516
1717260876.8325071,1919,73.86056518554688
1717261106.2681897,1989,80.26506042480469
1717261311.7928019,2069,81.48548889160156
1717261337.056847,2079,81.83770751953125
1717261362.336175,2089,80.94571685791016
1717261462.8331017,2129,74.80352783203125
1717261713.8943229,2229,94.78036499023438
1717261738.7992744,2239,67.92807006835938
1717261790.7246115,2259,67.56135559082031
1717261841.4648497,2279,81.70748901367188
1717261893.0133586,2299,71.85945892333984
1717261968.6140196,2329,72.87635040283203
1717261993.8527417,2339,67.54502868652344
1717262018.5707848,2349,83.91038513183594
1717262094.4409187,2379,73.90542602539062
1717262350.4604895,2479,79.05293273925781
1717262401.6585858,2499,62.95696258544922
1717262551.781364,2559,55.25453186035156
1717262629.152085,2589,70.56269073486328
1717262655.1544,2599,83.08132934570312
1717262680.8980782,2609,54.68433380126953
1717262706.0976806,2619,83.40399169921875
1717262756.3507316,2639,77.11573791503906
1717262857.3555443,2679,60.93107604980469
1717262908.1877105,2699,48.90283203125
1717262958.1208916,2719,71.83604431152344
1717263007.7965162,2739,78.2663803100586
1717263133.9794028,2789,65.999755859375
1717263286.1414495,2849,54.90868377685547
1717263517.8425634,2919,60.39668655395508
1717263543.2587209,2929,68.61668395996094
1717263669.1039393,2979,49.95961380004883
1717263693.9471087,2989,56.67013931274414
1717263770.0262358,3019,57.79745864868164
1717263795.5323257,3029,51.73939514160156
1717263821.2413156,3039,49.5224609375
1717263921.8278453,3079,55.83818817138672
1717263946.6918492,3089,54.791072845458984
1717263996.895492,3109,36.373817443847656
1717264072.7828894,3139,46.28651809692383
1717264172.908073,3179,52.870609283447266
1717264198.1030698,3189,38.52483367919922
1717264223.0790384,3199,45.14966583251953
1717264247.827587,3209,33.531803131103516
1717264297.791295,3229,48.40031814575195
1717264373.473308,3259,48.08357620239258
1717264398.3996098,3269,32.480201721191406
1717264423.8713274,3279,32.34341812133789
1717264499.9272568,3309,34.42710876464844
1717264576.1972444,3339,38.21458053588867
1717264728.0313406,3399,27.416893005371094
1717264778.7809463,3419,24.64214324951172
1717264854.683718,3449,24.61152458190918
1717264880.005365,3459,16.975425720214844
1717264931.6874313,3479,29.67707061767578
1717264957.1386402,3489,26.364513397216797
1717265084.5961187,3539,26.758960723876953
1717265109.7613792,3549,31.786231994628906
1717265210.9939117,3589,28.45915985107422
1717265261.9492078,3609,24.13864517211914
1717265337.8007889,3639,35.38338088989258
1717265438.6123857,3679,17.928443908691406
1717265539.3559551,3719,22.123552322387695
1717265590.1336813,3739,19.688766479492188
1717265690.390952,3779,20.835256576538086
1717265715.8660958,3789,24.932825088500977
1717265741.3604987,3799,21.886924743652344
1717265791.292031,3819,12.673686027526855
1717265816.2914944,3829,9.232046127319336
1717265918.3246794,3869,26.221141815185547
1717265999.277001,3879,25.070213317871094
1717266098.3598611,3919,29.986576080322266
1717266123.8848503,3929,19.576866149902344
1717266148.7296681,3939,16.012531280517578
1717266400.022335,4039,15.701712608337402
1717266524.931515,4089,20.683603286743164
1717266701.727806,4159,17.27638053894043
1717266727.7961197,4169,18.632280349731445
1717266853.7664242,4219,6.107858657836914
1717266878.8994467,4229,11.02067756652832
1717266930.6276488,4249,17.781776428222656
1717266980.7329204,4269,7.412258625030518
1717267081.260186,4309,3.371555805206299
1717267308.349069,4399,19.024892807006836
1717267360.5386145,4419,13.667763710021973
1717267386.1389523,4429,8.943818092346191
1717267462.521507,4459,19.35025405883789
1717267615.429814,4519,14.671646118164062
1717267796.6888208,4589,15.24688720703125
1717267822.1260214,4599,9.661168098449707
1717267848.224202,4609,15.88163948059082
1717267874.152196,4619,5.7638630867004395
1717267926.0273283,4639,6.818398475646973
1717267950.6554737,4649,11.215828895568848
1717268025.866534,4679,10.106303215026855
1717268051.1508257,4689,8.22212028503418
1717268176.620877,4739,13.432807922363281
1717268201.6362724,4749,13.65623664855957
1717268537.7554822,4859,16.191478729248047
1717268612.8945258,4889,7.424097537994385
1717268637.7735589,4899,10.940210342407227
1717268688.6207204,4919,10.214244842529297
1717268741.0776136,4939,20.273639678955078
1717268816.6833532,4969,0.2217753827571869
1717269094.8169074,5079,29.10322380065918
1717269194.4841323,5119,14.698545455932617
1717269219.9443567,5129,4.777695178985596
1717269270.9747002,5149,18.38033103942871
1717269321.1067877,5169,14.580684661865234
1717269346.1151133,5179,12.727202415466309
1717269396.2616615,5199,13.07823371887207
1717269522.5733354,5249,13.410615921020508
1717269548.5678167,5259,7.9178619384765625
1717269701.03928,5319,12.58763313293457
1717269751.2982917,5339,6.025245189666748
1717269776.836194,5349,2.429976463317871
1717269802.6888328,5359,8.609556198120117
1717269828.3895307,5369,12.80472183227539
1717269853.6421416,5379,9.204328536987305
1717269879.179987,5389,12.291507720947266
1717269928.654537,5409,19.768571853637695
1717269953.182255,5419,6.649533748626709
1717269978.0248766,5429,5.690432071685791
1717270106.6267831,5479,15.522293090820312
1717270131.8343658,5489,12.97842025756836
1717270157.3945158,5499,5.2835211753845215
1717270208.2227087,5519,16.06525421142578
1717270308.7999196,5559,4.581681251525879
1717270359.2957375,5579,8.8800630569458
1717270409.7134824,5599,5.019049644470215
1717270509.9559152,5639,24.495399475097656
1717270535.2097356,5649,32.82221984863281
1717270560.3713446,5659,15.723225593566895
1717270662.3934617,5699,14.444183349609375
1717270762.9510865,5739,19.626564025878906
1717270788.491546,5749,12.929778099060059
1717270863.89102,5779,5.18025016784668
1717270913.5897737,5799,9.01046371459961
1717270992.8045409,5809,3.4811038970947266
1717271017.5857038,5819,15.451424598693848
1717271043.380628,5829,8.96152400970459
1717271068.2587152,5839,18.256752014160156
1717271093.2754347,5849,5.484488487243652
1717271144.5022736,5869,3.0084245204925537
1717271169.2140734,5879,13.965338706970215
1717271294.4931078,5929,4.214061260223389
1717271319.3054235,5939,12.76656723022461
1717271395.0883014,5969,6.078940391540527
1717271420.365745,5979,13.896148681640625
1717271497.9212432,6009,2.6665186882019043
1717271548.1049654,6029,14.528657913208008
1717271648.036834,6069,6.350726127624512
1717271698.034082,6089,8.088499069213867
1717271747.761726,6109,14.14924144744873
1717271797.4378724,6129,21.21553611755371
1717271872.5552824,6159,4.834518909454346
1717271974.180076,6199,16.192432403564453
1717271999.0386493,6209,15.05255126953125
1717272049.7051427,6229,12.248855590820312
1717272126.2204595,6259,20.056358337402344
1717272226.8150463,6299,10.394354820251465
1717272353.2098148,6349,4.145631313323975
1717272532.3151605,6419,11.549386024475098
1717272557.3074715,6429,9.219730377197266
1717272607.3587265,6449,8.043633460998535
1717272632.1115646,6459,2.617398738861084
1717272657.2263055,6469,11.422300338745117
1717272682.0389764,6479,5.08510684967041
1717272706.8184812,6489,6.849222660064697
1717272731.9880092,6499,11.920502662658691
1717272807.07043,6529,14.894594192504883
1717272907.7161381,6569,4.3760457038879395
1717272932.7505164,6579,3.8262531757354736
1717273033.1809506,6619,2.300077199935913
1717273109.2487535,6649,11.459589004516602
1717273159.557708,6669,8.356498718261719
1717273210.3553946,6689,12.893282890319824
1717273286.904856,6719,5.254401683807373
1717273311.9567394,6729,3.4462924003601074
1717273337.127277,6739,6.974588394165039
1717273362.7052577,6749,6.762044429779053
1717273387.7601337,6759,25.74431037902832
1717273493.9162352,6779,16.517610549926758
1717273519.7026389,6789,5.155022621154785
1717273544.5449371,6799,23.802316665649414
1717273595.0699625,6819,11.369133949279785
1717273620.281978,6829,11.735029220581055
1717273645.9045866,6839,8.901386260986328
1717273670.8073733,6849,16.875112533569336
1717273720.8831596,6869,5.185088157653809
1717273770.4477363,6889,11.821636199951172
1717273795.375659,6899,5.550948143005371
