Wall time,Step,Value
1718890772.474674,967,0.7546579241752625
1718893284.6126523,1935,0.38474273681640625
1718895800.0912085,2903,0.23419417440891266
1718898307.7747734,3871,0.18732549250125885
1718900812.7840788,4839,0.15567536652088165
1718903294.8183773,5807,0.13361673057079315
1718905755.6954048,6775,0.1294034868478775
1718908221.6826673,7743,0.11805951595306396
1718910689.3730416,8711,0.1107475534081459
1718913170.4191604,9679,0.10719916224479675
1718915632.7818985,10647,0.09749606996774673
1718918087.959139,11615,0.08756227791309357
1718920549.1199996,12583,0.08194859325885773
1718923005.8177555,13551,0.08141092211008072
1718925459.2625985,14519,0.07468964904546738
1718927904.7005782,15487,0.07195799052715302
1718930358.3972082,16455,0.07206959277391434
1718932825.711329,17423,0.06815500557422638
1718935315.0998635,18391,0.06535851210355759
1718937850.611683,19359,0.06284583359956741
1718940401.883848,20327,0.06304901838302612
1718943006.745315,21295,0.06221611797809601
1718945605.770344,22263,0.05830710753798485
1718948192.1129575,23231,0.05843633785843849
1718950782.6189153,24199,0.06003587692975998
1718953366.518429,25167,0.056232839822769165
1718955937.9275405,26135,0.05790609493851662
1718958495.5394201,27103,0.053840093314647675
1718961039.385106,28071,0.05553809553384781
1718963591.9061067,29039,0.05282093212008476
1718966142.888555,30007,0.053774312138557434
1718968659.4340174,30975,0.052600275725126266
1718971179.9314804,31943,0.05228428170084953
1718973665.2026863,32911,0.05269089713692665
1718976168.7262528,33879,0.0524640828371048
1718978646.8315015,34847,0.050836868584156036
1718981120.5260215,35815,0.04887204244732857
1718983589.9505715,36783,0.05051928758621216
1718986066.2742841,37751,0.052032217383384705
1718988550.2844422,38719,0.048769209533929825
1718991030.0865955,39687,0.047619909048080444
1718993499.198348,40655,0.04902762919664383
1718995971.3849905,41623,0.049540262669324875
1718998436.3154733,42591,0.048872388899326324
1719000903.667624,43559,0.04878367856144905
1719003364.6699681,44527,0.046891920268535614
1719005824.1673841,45495,0.045556288212537766
1719008281.0031872,46463,0.04621848836541176
1719010746.532603,47431,0.04711401090025902
1719013221.0985613,48399,0.04851079732179642
1719015687.8831391,49367,0.04657355695962906
1719018160.416159,50335,0.04694323241710663
1719020646.0330448,51303,0.046051058918237686
1719023107.5954745,52271,0.04671955481171608
1719025567.6703672,53239,0.04749999940395355
1719028025.0344326,54207,0.042682141065597534
1719030482.3399618,55175,0.045105405151844025
1719032930.105488,56143,0.045688074082136154
1719035376.713453,57111,0.046927232295274734
1719037833.7412183,58079,0.04445183277130127
1719040317.7513316,59047,0.046579599380493164
1719042816.9534128,60015,0.04665626958012581
1719045296.8578143,60983,0.046980492770671844
1719047778.2055433,61951,0.043348636478185654
1719050266.0006866,62919,0.04361828789114952
1719052759.3707397,63887,0.04238802567124367
1719055234.1459336,64855,0.04419485107064247
1719057706.2201617,65823,0.04195959120988846
1719060216.0758438,66791,0.0443437285721302
1719062728.5030525,67759,0.04277056083083153
1719065228.6370523,68727,0.04429054260253906
1719067728.0307934,69695,0.04452500119805336
1719070212.119026,70663,0.0440375879406929
1719072691.3758416,71631,0.04203477129340172
1719075173.4302485,72599,0.042082883417606354
1719077650.173307,73567,0.04518571123480797
1719080126.7157836,74535,0.042249564081430435
1719082603.7488306,75503,0.04120660573244095
1719085081.5349991,76471,0.04283738508820534
1719087542.4642165,77439,0.04303683713078499
1719090005.198681,78407,0.043135665357112885
1719092464.9753206,79375,0.04133934900164604
1719094950.847576,80343,0.03977159783244133
1719097427.0667071,81311,0.041162047535181046
1719099913.3388262,82279,0.04088343307375908
1719102391.2582042,83247,0.04266989976167679
1719104887.620269,84215,0.04118955507874489
1719107395.6364772,85183,0.042037155479192734
1719109917.1429117,86151,0.04188501089811325
1719112449.2261896,87119,0.04012087360024452
1719114987.4940472,88087,0.04126298055052757
1719117535.570318,89055,0.04130183532834053
1719120084.9035332,90023,0.04129244014620781
1719122624.340345,90991,0.04227868467569351
1719125156.243383,91959,0.04014233127236366
1719127724.0483868,92927,0.041136231273412704
1719130299.35557,93895,0.04256350174546242
1719132841.2811582,94863,0.04051418974995613
1719135351.4564235,95831,0.041331321001052856
1719137881.123907,96799,0.040404777973890305
